sequence_id,species,chrom,split,gc,held_out
TAIR10.dna.toplevel_4_14722232_14723255_-,arabidopsis,4,train,0.396484375,False
TAIR10.dna.toplevel_4_13532651_13533674_-,arabidopsis,4,train,0.302734375,False
TAIR10.dna.toplevel_4_18497976_18498999_-,arabidopsis,4,train,0.3369140625,False
TAIR10.dna.toplevel_4_17403041_17404064_+,arabidopsis,4,train,0.3076171875,False
TAIR10.dna.toplevel_4_7359312_7360335_+,arabidopsis,4,train,0.248046875,False
TAIR10.dna.toplevel_4_13408728_13409751_-,arabidopsis,4,train,0.3974609375,False
TAIR10.dna.toplevel_4_4972424_4973447_+,arabidopsis,4,train,0.33984375,False
TAIR10.dna.toplevel_4_4804104_4805127_+,arabidopsis,4,train,0.4111328125,False
TAIR10.dna.toplevel_4_1155837_1156860_-,arabidopsis,4,train,0.3935546875,False
TAIR10.dna.toplevel_4_3888262_3889285_+,arabidopsis,4,train,0.3564453125,False
TAIR10.dna.toplevel_4_17594580_17595603_-,arabidopsis,4,train,0.3603515625,False
TAIR10.dna.toplevel_4_10157193_10158216_-,arabidopsis,4,train,0.30859375,False
TAIR10.dna.toplevel_4_16004173_16005196_-,arabidopsis,4,train,0.3583984375,False
TAIR10.dna.toplevel_4_10709847_10710870_-,arabidopsis,4,train,0.314453125,False
TAIR10.dna.toplevel_4_17193661_17194684_-,arabidopsis,4,train,0.2841796875,False
TAIR10.dna.toplevel_4_7794549_7795572_+,arabidopsis,4,train,0.3701171875,False
TAIR10.dna.toplevel_4_12880751_12881774_-,arabidopsis,4,train,0.40234375,False
TAIR10.dna.toplevel_4_11484471_11485494_+,arabidopsis,4,train,0.35546875,False
TAIR10.dna.toplevel_4_8380875_8381898_+,arabidopsis,4,train,0.390625,False
TAIR10.dna.toplevel_4_15948209_15949232_+,arabidopsis,4,train,0.4111328125,False
TAIR10.dna.toplevel_4_12347709_12348732_-,arabidopsis,4,train,0.267578125,False
TAIR10.dna.toplevel_4_8183742_8184765_+,arabidopsis,4,train,0.392578125,False
TAIR10.dna.toplevel_4_17404088_17405111_+,arabidopsis,4,train,0.3154296875,False
TAIR10.dna.toplevel_4_1350878_1351901_-,arabidopsis,4,train,0.2470703125,False
TAIR10.dna.toplevel_4_1333742_1334765_-,arabidopsis,4,train,0.3818359375,False
TAIR10.dna.toplevel_4_6033676_6034699_-,arabidopsis,4,train,0.25390625,False
TAIR10.dna.toplevel_4_9034913_9035936_-,arabidopsis,4,train,0.2763671875,False
TAIR10.dna.toplevel_4_16211521_16212544_-,arabidopsis,4,train,0.3076171875,False
TAIR10.dna.toplevel_4_43741_44764_+,arabidopsis,4,train,0.2734375,False
TAIR10.dna.toplevel_4_16019397_16020420_-,arabidopsis,4,train,0.37890625,False
TAIR10.dna.toplevel_4_5392739_5393762_+,arabidopsis,4,train,0.20703125,False
TAIR10.dna.toplevel_4_16114079_16115102_+,arabidopsis,4,train,0.376953125,False
TAIR10.dna.toplevel_4_12927514_12928537_-,arabidopsis,4,train,0.4091796875,False
TAIR10.dna.toplevel_4_16230137_16231160_+,arabidopsis,4,train,0.4482421875,False
TAIR10.dna.toplevel_4_915872_916895_-,arabidopsis,4,train,0.2734375,False
TAIR10.dna.toplevel_4_5818552_5819575_-,arabidopsis,4,train,0.3740234375,False
TAIR10.dna.toplevel_4_10577968_10578991_-,arabidopsis,4,train,0.3466796875,False
TAIR10.dna.toplevel_4_14426365_14427388_+,arabidopsis,4,train,0.3828125,False
TAIR10.dna.toplevel_4_17193326_17194349_-,arabidopsis,4,train,0.2822265625,False
TAIR10.dna.toplevel_4_13134594_13135617_+,arabidopsis,4,train,0.37109375,False
TAIR10.dna.toplevel_4_12369307_12370330_-,arabidopsis,4,train,0.3359375,False
TAIR10.dna.toplevel_4_9905874_9906897_+,arabidopsis,4,train,0.2685546875,False
TAIR10.dna.toplevel_4_7092400_7093423_-,arabidopsis,4,train,0.392578125,False
TAIR10.dna.toplevel_4_8113386_8114409_-,arabidopsis,4,train,0.35546875,False
TAIR10.dna.toplevel_4_15285220_15286243_+,arabidopsis,4,train,0.4228515625,False
TAIR10.dna.toplevel_4_11332302_11333325_+,arabidopsis,4,train,0.38671875,False
TAIR10.dna.toplevel_4_10806341_10807364_+,arabidopsis,4,train,0.41015625,False
TAIR10.dna.toplevel_4_4829426_4830449_-,arabidopsis,4,train,0.390625,False
TAIR10.dna.toplevel_4_18468088_18469111_+,arabidopsis,4,train,0.2509765625,False
TAIR10.dna.toplevel_4_18002726_18003749_+,arabidopsis,4,train,0.4111328125,False
TAIR10.dna.toplevel_4_14995209_14996232_-,arabidopsis,4,train,0.4140625,False
TAIR10.dna.toplevel_4_6872437_6873460_+,arabidopsis,4,train,0.513671875,False
TAIR10.dna.toplevel_4_12010396_12011419_+,arabidopsis,4,train,0.41015625,False
TAIR10.dna.toplevel_4_2979488_2980511_-,arabidopsis,4,train,0.3671875,False
TAIR10.dna.toplevel_4_7056143_7057166_-,arabidopsis,4,train,0.3759765625,False
TAIR10.dna.toplevel_4_13075621_13076644_-,arabidopsis,4,train,0.380859375,False
TAIR10.dna.toplevel_4_17171340_17172363_+,arabidopsis,4,train,0.3740234375,False
TAIR10.dna.toplevel_4_11876546_11877569_-,arabidopsis,4,train,0.375,False
TAIR10.dna.toplevel_4_10580541_10581564_+,arabidopsis,4,train,0.373046875,False
TAIR10.dna.toplevel_4_1453822_1454845_+,arabidopsis,4,train,0.412109375,False
TAIR10.dna.toplevel_4_6610254_6611277_+,arabidopsis,4,train,0.3876953125,False
TAIR10.dna.toplevel_4_15379132_15380155_+,arabidopsis,4,train,0.2939453125,False
TAIR10.dna.toplevel_4_8417280_8418303_-,arabidopsis,4,train,0.3310546875,False
TAIR10.dna.toplevel_4_16322252_16323275_-,arabidopsis,4,train,0.3671875,False
TAIR10.dna.toplevel_4_10542176_10543199_-,arabidopsis,4,train,0.2939453125,False
TAIR10.dna.toplevel_4_1827124_1828147_+,arabidopsis,4,train,0.3447265625,False
TAIR10.dna.toplevel_4_1970337_1971360_-,arabidopsis,4,train,0.416015625,False
TAIR10.dna.toplevel_4_5359077_5360100_-,arabidopsis,4,train,0.275390625,False
TAIR10.dna.toplevel_4_14700982_14702005_-,arabidopsis,4,train,0.31640625,False
TAIR10.dna.toplevel_4_18386374_18387397_-,arabidopsis,4,train,0.3779296875,False
TAIR10.dna.toplevel_4_16163674_16164697_-,arabidopsis,4,train,0.380859375,False
TAIR10.dna.toplevel_4_7394820_7395843_+,arabidopsis,4,train,0.38671875,False
TAIR10.dna.toplevel_4_2690306_2691329_+,arabidopsis,4,train,0.2646484375,False
TAIR10.dna.toplevel_4_16982936_16983959_+,arabidopsis,4,train,0.41015625,False
TAIR10.dna.toplevel_4_17215724_17216747_-,arabidopsis,4,train,0.3818359375,False
TAIR10.dna.toplevel_4_3213360_3214383_+,arabidopsis,4,train,0.3427734375,False
TAIR10.dna.toplevel_4_677697_678720_+,arabidopsis,4,train,0.359375,False
TAIR10.dna.toplevel_4_3203619_3204642_-,arabidopsis,4,train,0.3486328125,False
TAIR10.dna.toplevel_4_3069507_3070530_-,arabidopsis,4,train,0.4052734375,False
TAIR10.dna.toplevel_4_4308156_4309179_+,arabidopsis,4,train,0.365234375,False
TAIR10.dna.toplevel_4_9318851_9319874_-,arabidopsis,4,train,0.400390625,False
TAIR10.dna.toplevel_4_5326632_5327655_+,arabidopsis,4,train,0.2265625,False
TAIR10.dna.toplevel_4_7583833_7584856_+,arabidopsis,4,train,0.3447265625,False
TAIR10.dna.toplevel_4_4365346_4366369_+,arabidopsis,4,train,0.5078125,False
TAIR10.dna.toplevel_4_8652992_8654015_-,arabidopsis,4,train,0.447265625,False
TAIR10.dna.toplevel_4_10183405_10184428_+,arabidopsis,4,train,0.3779296875,False
TAIR10.dna.toplevel_4_9103687_9104710_+,arabidopsis,4,train,0.4267578125,False
TAIR10.dna.toplevel_4_2631930_2632953_+,arabidopsis,4,train,0.3046875,False
TAIR10.dna.toplevel_4_13655169_13656192_+,arabidopsis,4,train,0.4140625,False
TAIR10.dna.toplevel_4_6673135_6674158_+,arabidopsis,4,train,0.3017578125,False
TAIR10.dna.toplevel_4_11792661_11793684_-,arabidopsis,4,train,0.3544921875,False
TAIR10.dna.toplevel_4_4234449_4235472_-,arabidopsis,4,train,0.390625,False
TAIR10.dna.toplevel_4_2736808_2737831_-,arabidopsis,4,train,0.3828125,False
TAIR10.dna.toplevel_4_7401232_7402255_+,arabidopsis,4,train,0.3759765625,False
TAIR10.dna.toplevel_4_4812713_4813736_+,arabidopsis,4,train,0.31640625,False
TAIR10.dna.toplevel_4_113234_114257_-,arabidopsis,4,train,0.3681640625,False
TAIR10.dna.toplevel_4_4266666_4267689_+,arabidopsis,4,train,0.3798828125,False
TAIR10.dna.toplevel_4_16272783_16273806_+,arabidopsis,4,train,0.3505859375,False
TAIR10.dna.toplevel_4_16888645_16889668_-,arabidopsis,4,train,0.4072265625,False
TAIR10.dna.toplevel_4_7381584_7382607_+,arabidopsis,4,train,0.314453125,False
TAIR10.dna.toplevel_4_15321817_15322840_-,arabidopsis,4,train,0.3642578125,False
TAIR10.dna.toplevel_4_14850828_14851851_+,arabidopsis,4,train,0.31640625,False
TAIR10.dna.toplevel_4_9238934_9239957_+,arabidopsis,4,train,0.37109375,False
TAIR10.dna.toplevel_4_3368300_3369323_-,arabidopsis,4,train,0.48828125,False
TAIR10.dna.toplevel_4_16446488_16447511_-,arabidopsis,4,train,0.3779296875,False
TAIR10.dna.toplevel_4_11832143_11833166_-,arabidopsis,4,train,0.3349609375,False
TAIR10.dna.toplevel_4_7310591_7311614_-,arabidopsis,4,train,0.373046875,False
TAIR10.dna.toplevel_4_18534485_18535508_-,arabidopsis,4,train,0.3525390625,False
TAIR10.dna.toplevel_4_2197032_2198055_+,arabidopsis,4,train,0.4345703125,False
TAIR10.dna.toplevel_4_12601944_12602967_+,arabidopsis,4,train,0.42578125,False
TAIR10.dna.toplevel_4_3194588_3195611_+,arabidopsis,4,train,0.3330078125,False
TAIR10.dna.toplevel_4_15462402_15463425_+,arabidopsis,4,train,0.4296875,False
TAIR10.dna.toplevel_4_14178594_14179617_-,arabidopsis,4,train,0.3857421875,False
TAIR10.dna.toplevel_4_17990455_17991478_+,arabidopsis,4,train,0.388671875,False
TAIR10.dna.toplevel_4_5960680_5961703_+,arabidopsis,4,train,0.3681640625,False
TAIR10.dna.toplevel_4_8893957_8894980_-,arabidopsis,4,train,0.3349609375,False
TAIR10.dna.toplevel_4_10974029_10975052_-,arabidopsis,4,train,0.314453125,False
TAIR10.dna.toplevel_4_17175624_17176647_+,arabidopsis,4,train,0.314453125,False
TAIR10.dna.toplevel_4_11553574_11554597_-,arabidopsis,4,train,0.28125,False
TAIR10.dna.toplevel_4_12883455_12884478_+,arabidopsis,4,train,0.3671875,False
TAIR10.dna.toplevel_4_18155819_18156842_+,arabidopsis,4,train,0.4404296875,False
TAIR10.dna.toplevel_4_1167183_1168206_-,arabidopsis,4,train,0.4248046875,False
TAIR10.dna.toplevel_4_14887192_14888215_-,arabidopsis,4,train,0.310546875,False
TAIR10.dna.toplevel_4_7050946_7051969_-,arabidopsis,4,train,0.3623046875,False
TAIR10.dna.toplevel_4_6826538_6827561_-,arabidopsis,4,train,0.380859375,False
TAIR10.dna.toplevel_4_2943575_2944598_+,arabidopsis,4,train,0.3544921875,False
TAIR10.dna.toplevel_4_17961860_17962883_-,arabidopsis,4,train,0.3896484375,False
TAIR10.dna.toplevel_4_4080361_4081384_-,arabidopsis,4,train,0.271484375,False
TAIR10.dna.toplevel_4_5634764_5635787_+,arabidopsis,4,train,0.306640625,False
TAIR10.dna.toplevel_4_6761611_6762634_+,arabidopsis,4,train,0.3642578125,False
TAIR10.dna.toplevel_4_8076926_8077949_+,arabidopsis,4,train,0.375,False
TAIR10.dna.toplevel_4_12682970_12683993_-,arabidopsis,4,train,0.4189453125,False
TAIR10.dna.toplevel_4_2337494_2338517_+,arabidopsis,4,train,0.2744140625,False
TAIR10.dna.toplevel_4_17637427_17638450_+,arabidopsis,4,train,0.34375,False
TAIR10.dna.toplevel_4_7331439_7332462_-,arabidopsis,4,train,0.3837890625,False
TAIR10.dna.toplevel_4_3048664_3049687_+,arabidopsis,4,train,0.3857421875,False
TAIR10.dna.toplevel_4_3343330_3344353_+,arabidopsis,4,train,0.341796875,False
TAIR10.dna.toplevel_4_6553462_6554485_-,arabidopsis,4,train,0.2880859375,False
TAIR10.dna.toplevel_4_13250565_13251588_-,arabidopsis,4,train,0.326171875,False
TAIR10.dna.toplevel_4_15815497_15816520_+,arabidopsis,4,train,0.2919921875,False
TAIR10.dna.toplevel_4_11770632_11771655_-,arabidopsis,4,train,0.35546875,False
TAIR10.dna.toplevel_4_6909114_6910137_+,arabidopsis,4,train,0.24609375,False
TAIR10.dna.toplevel_4_6630261_6631284_-,arabidopsis,4,train,0.353515625,False
TAIR10.dna.toplevel_4_7222344_7223367_+,arabidopsis,4,train,0.294921875,False
TAIR10.dna.toplevel_4_235444_236467_+,arabidopsis,4,train,0.3994140625,False
TAIR10.dna.toplevel_4_7939017_7940040_-,arabidopsis,4,train,0.3720703125,False
TAIR10.dna.toplevel_4_15832323_15833346_+,arabidopsis,4,train,0.421875,False
TAIR10.dna.toplevel_4_9263205_9264228_-,arabidopsis,4,train,0.40625,False
TAIR10.dna.toplevel_4_13159474_13160497_-,arabidopsis,4,train,0.4150390625,False
TAIR10.dna.toplevel_4_9981094_9982117_+,arabidopsis,4,train,0.232421875,False
TAIR10.dna.toplevel_4_4177070_4178093_-,arabidopsis,4,train,0.3623046875,False
TAIR10.dna.toplevel_4_12434230_12435253_+,arabidopsis,4,train,0.3388671875,False
TAIR10.dna.toplevel_4_7720791_7721814_+,arabidopsis,4,train,0.287109375,False
TAIR10.dna.toplevel_4_13735766_13736789_+,arabidopsis,4,train,0.427734375,False
TAIR10.dna.toplevel_4_598217_599240_-,arabidopsis,4,train,0.314453125,False
TAIR10.dna.toplevel_4_9492970_9493993_+,arabidopsis,4,train,0.2568359375,False
TAIR10.dna.toplevel_4_17354350_17355373_-,arabidopsis,4,train,0.3671875,False
TAIR10.dna.toplevel_4_4885149_4886172_+,arabidopsis,4,train,0.28125,False
TAIR10.dna.toplevel_4_17041497_17042520_-,arabidopsis,4,train,0.3271484375,False
TAIR10.dna.toplevel_4_10743933_10744956_+,arabidopsis,4,train,0.248046875,False
TAIR10.dna.toplevel_4_12062625_12063648_+,arabidopsis,4,train,0.28125,False
TAIR10.dna.toplevel_4_6718583_6719606_-,arabidopsis,4,train,0.3330078125,False
TAIR10.dna.toplevel_4_17496611_17497634_-,arabidopsis,4,train,0.3505859375,False
TAIR10.dna.toplevel_4_12711940_12712963_-,arabidopsis,4,train,0.4267578125,False
TAIR10.dna.toplevel_4_1190472_1191495_+,arabidopsis,4,train,0.3330078125,False
TAIR10.dna.toplevel_4_14793359_14794382_+,arabidopsis,4,train,0.30078125,False
TAIR10.dna.toplevel_4_9656769_9657792_+,arabidopsis,4,train,0.3798828125,False
TAIR10.dna.toplevel_4_17673609_17674632_+,arabidopsis,4,train,0.3525390625,False
TAIR10.dna.toplevel_4_16417484_16418507_-,arabidopsis,4,train,0.3662109375,False
TAIR10.dna.toplevel_4_5212544_5213567_+,arabidopsis,4,train,0.240234375,False
TAIR10.dna.toplevel_4_14407989_14409012_-,arabidopsis,4,train,0.28515625,False
TAIR10.dna.toplevel_4_7100094_7101117_+,arabidopsis,4,train,0.3759765625,False
TAIR10.dna.toplevel_4_5294117_5295140_+,arabidopsis,4,train,0.2666015625,False
TAIR10.dna.toplevel_4_14812407_14813430_-,arabidopsis,4,train,0.3818359375,False
TAIR10.dna.toplevel_4_6022141_6023164_+,arabidopsis,4,train,0.431640625,False
TAIR10.dna.toplevel_4_10028692_10029715_-,arabidopsis,4,train,0.375,False
TAIR10.dna.toplevel_4_2861623_2862646_-,arabidopsis,4,train,0.25,False
TAIR10.dna.toplevel_4_3305890_3306913_+,arabidopsis,4,train,0.345703125,False
TAIR10.dna.toplevel_4_16585107_16586130_+,arabidopsis,4,train,0.2978515625,False
TAIR10.dna.toplevel_4_17462563_17463586_+,arabidopsis,4,train,0.3603515625,False
TAIR10.dna.toplevel_4_1010262_1011285_+,arabidopsis,4,train,0.1865234375,False
TAIR10.dna.toplevel_4_15624717_15625740_-,arabidopsis,4,train,0.236328125,False
TAIR10.dna.toplevel_4_8618652_8619675_-,arabidopsis,4,train,0.3662109375,False
TAIR10.dna.toplevel_4_5451730_5452753_+,arabidopsis,4,train,0.3388671875,False
TAIR10.dna.toplevel_4_4092714_4093737_+,arabidopsis,4,train,0.2509765625,False
TAIR10.dna.toplevel_4_16665385_16666408_+,arabidopsis,4,train,0.388671875,False
TAIR10.dna.toplevel_4_441502_442525_+,arabidopsis,4,train,0.40625,False
TAIR10.dna.toplevel_4_4816464_4817487_+,arabidopsis,4,train,0.357421875,False
TAIR10.dna.toplevel_4_5179005_5180028_+,arabidopsis,4,train,0.3896484375,False
TAIR10.dna.toplevel_4_2278813_2279836_+,arabidopsis,4,train,0.265625,False
TAIR10.dna.toplevel_4_9376399_9377422_+,arabidopsis,4,train,0.37890625,False
TAIR10.dna.toplevel_4_9043970_9044993_-,arabidopsis,4,train,0.3701171875,False
TAIR10.dna.toplevel_4_8656105_8657128_-,arabidopsis,4,train,0.3916015625,False
TAIR10.dna.toplevel_4_1392638_1393661_+,arabidopsis,4,train,0.43359375,False
TAIR10.dna.toplevel_4_4743224_4744247_-,arabidopsis,4,train,0.38671875,False
TAIR10.dna.toplevel_4_1966719_1967742_-,arabidopsis,4,train,0.380859375,False
TAIR10.dna.toplevel_4_11168835_11169858_-,arabidopsis,4,train,0.41796875,False
TAIR10.dna.toplevel_4_13683289_13684312_-,arabidopsis,4,train,0.3271484375,False
TAIR10.dna.toplevel_4_743986_745009_-,arabidopsis,4,train,0.337890625,False
TAIR10.dna.toplevel_4_8115700_8116723_+,arabidopsis,4,train,0.3720703125,False
TAIR10.dna.toplevel_4_2991253_2992276_+,arabidopsis,4,train,0.3857421875,False
TAIR10.dna.toplevel_4_8316707_8317730_+,arabidopsis,4,train,0.3896484375,False
TAIR10.dna.toplevel_4_15199479_15200502_-,arabidopsis,4,train,0.29296875,False
TAIR10.dna.toplevel_4_358411_359434_-,arabidopsis,4,train,0.396484375,False
TAIR10.dna.toplevel_4_14120749_14121772_+,arabidopsis,4,train,0.4775390625,False
TAIR10.dna.toplevel_4_11136317_11137340_-,arabidopsis,4,train,0.279296875,False
TAIR10.dna.toplevel_4_6725424_6726447_-,arabidopsis,4,train,0.3486328125,False
TAIR10.dna.toplevel_4_3185547_3186570_-,arabidopsis,4,train,0.3984375,False
TAIR10.dna.toplevel_4_9048912_9049935_+,arabidopsis,4,train,0.3037109375,False
TAIR10.dna.toplevel_4_8785339_8786362_-,arabidopsis,4,train,0.3291015625,False
TAIR10.dna.toplevel_4_2841552_2842575_-,arabidopsis,4,train,0.353515625,False
TAIR10.dna.toplevel_4_4863983_4865006_-,arabidopsis,4,train,0.390625,False
TAIR10.dna.toplevel_4_881263_882286_-,arabidopsis,4,train,0.3818359375,False
TAIR10.dna.toplevel_4_15008909_15009932_+,arabidopsis,4,train,0.3916015625,False
TAIR10.dna.toplevel_4_9574499_9575522_-,arabidopsis,4,train,0.3505859375,False
TAIR10.dna.toplevel_4_15710413_15711436_+,arabidopsis,4,train,0.41015625,False
TAIR10.dna.toplevel_4_5379553_5380576_+,arabidopsis,4,train,0.345703125,False
TAIR10.dna.toplevel_4_8951929_8952952_+,arabidopsis,4,train,0.369140625,False
TAIR10.dna.toplevel_4_12914880_12915903_-,arabidopsis,4,train,0.4326171875,False
TAIR10.dna.toplevel_4_6638397_6639420_-,arabidopsis,4,train,0.28125,False
TAIR10.dna.toplevel_4_15798480_15799503_-,arabidopsis,4,train,0.3662109375,False
TAIR10.dna.toplevel_4_17293563_17294586_-,arabidopsis,4,train,0.392578125,False
TAIR10.dna.toplevel_4_4452999_4454022_-,arabidopsis,4,train,0.3857421875,False
TAIR10.dna.toplevel_4_8997027_8998050_+,arabidopsis,4,train,0.400390625,False
TAIR10.dna.toplevel_4_521549_522572_+,arabidopsis,4,train,0.2763671875,False
TAIR10.dna.toplevel_4_11371207_11372230_-,arabidopsis,4,train,0.2216796875,False
TAIR10.dna.toplevel_4_3666424_3667447_+,arabidopsis,4,train,0.3984375,False
TAIR10.dna.toplevel_4_14632317_14633340_-,arabidopsis,4,train,0.36328125,False
TAIR10.dna.toplevel_4_10824634_10825657_+,arabidopsis,4,train,0.32421875,False
TAIR10.dna.toplevel_4_11087175_11088198_-,arabidopsis,4,train,0.435546875,False
TAIR10.dna.toplevel_4_4278751_4279774_+,arabidopsis,4,train,0.369140625,False
TAIR10.dna.toplevel_4_8387384_8388407_-,arabidopsis,4,train,0.263671875,False
TAIR10.dna.toplevel_4_15850404_15851427_-,arabidopsis,4,train,0.3798828125,False
TAIR10.dna.toplevel_4_5830628_5831651_-,arabidopsis,4,train,0.3974609375,False
TAIR10.dna.toplevel_4_14350816_14351839_-,arabidopsis,4,train,0.4443359375,False
TAIR10.dna.toplevel_4_13761805_13762828_-,arabidopsis,4,train,0.3564453125,False
TAIR10.dna.toplevel_4_3542263_3543286_+,arabidopsis,4,train,0.404296875,False
TAIR10.dna.toplevel_4_15194462_15195485_+,arabidopsis,4,train,0.29296875,False
TAIR10.dna.toplevel_4_3223248_3224271_+,arabidopsis,4,train,0.34765625,False
TAIR10.dna.toplevel_4_17612712_17613735_-,arabidopsis,4,train,0.3271484375,False
TAIR10.dna.toplevel_4_16106309_16107332_+,arabidopsis,4,train,0.3525390625,False
TAIR10.dna.toplevel_4_13197183_13198206_+,arabidopsis,4,train,0.4150390625,False
TAIR10.dna.toplevel_4_14155169_14156192_+,arabidopsis,4,train,0.3896484375,False
TAIR10.dna.toplevel_4_9943203_9944226_+,arabidopsis,4,train,0.2880859375,False
TAIR10.dna.toplevel_4_10112386_10113409_-,arabidopsis,4,train,0.2939453125,False
TAIR10.dna.toplevel_4_17677804_17678827_+,arabidopsis,4,train,0.2861328125,False
TAIR10.dna.toplevel_4_11320502_11321525_+,arabidopsis,4,train,0.3974609375,False
TAIR10.dna.toplevel_4_4846884_4847907_+,arabidopsis,4,train,0.267578125,False
TAIR10.dna.toplevel_4_3126261_3127284_-,arabidopsis,4,train,0.359375,False
TAIR10.dna.toplevel_4_11332582_11333605_-,arabidopsis,4,train,0.3828125,False
TAIR10.dna.toplevel_4_6657086_6658109_+,arabidopsis,4,train,0.4189453125,False
TAIR10.dna.toplevel_4_12565667_12566690_-,arabidopsis,4,train,0.421875,False
TAIR10.dna.toplevel_4_8775410_8776433_+,arabidopsis,4,train,0.330078125,False
TAIR10.dna.toplevel_4_15090283_15091306_-,arabidopsis,4,train,0.359375,False
TAIR10.dna.toplevel_4_498424_499447_+,arabidopsis,4,train,0.3095703125,False
TAIR10.dna.toplevel_4_158880_159903_+,arabidopsis,4,train,0.3056640625,False
TAIR10.dna.toplevel_4_11060548_11061571_+,arabidopsis,4,train,0.34375,False
TAIR10.dna.toplevel_4_10484740_10485763_+,arabidopsis,4,train,0.353515625,False
TAIR10.dna.toplevel_4_16811457_16812480_-,arabidopsis,4,train,0.3681640625,False
TAIR10.dna.toplevel_4_3104577_3105600_+,arabidopsis,4,train,0.4814453125,False
TAIR10.dna.toplevel_4_18279055_18280078_-,arabidopsis,4,train,0.4150390625,False
TAIR10.dna.toplevel_4_2044338_2045361_+,arabidopsis,4,train,0.396484375,False
TAIR10.dna.toplevel_4_3733390_3734413_+,arabidopsis,4,train,0.4091796875,False
TAIR10.dna.toplevel_4_14917288_14918311_+,arabidopsis,4,train,0.3076171875,False
TAIR10.dna.toplevel_4_5560494_5561517_-,arabidopsis,4,train,0.298828125,False
TAIR10.dna.toplevel_4_8651433_8652456_+,arabidopsis,4,train,0.4375,False
TAIR10.dna.toplevel_4_14759156_14760179_+,arabidopsis,4,train,0.333984375,False
TAIR10.dna.toplevel_4_12700795_12701818_+,arabidopsis,4,train,0.40234375,False
TAIR10.dna.toplevel_4_4117173_4118196_+,arabidopsis,4,train,0.451171875,False
TAIR10.dna.toplevel_4_10395317_10396340_+,arabidopsis,4,train,0.2177734375,False
TAIR10.dna.toplevel_4_12798849_12799872_+,arabidopsis,4,train,0.376953125,False
TAIR10.dna.toplevel_4_8606439_8607462_-,arabidopsis,4,train,0.3173828125,False
TAIR10.dna.toplevel_4_7701651_7702674_-,arabidopsis,4,train,0.36328125,False
TAIR10.dna.toplevel_4_16934212_16935235_-,arabidopsis,4,train,0.388671875,False
TAIR10.dna.toplevel_4_6260340_6261363_-,arabidopsis,4,train,0.37890625,False
TAIR10.dna.toplevel_4_280799_281822_-,arabidopsis,4,train,0.3671875,False
TAIR10.dna.toplevel_4_7841868_7842891_-,arabidopsis,4,train,0.294921875,False
TAIR10.dna.toplevel_4_11637110_11638133_-,arabidopsis,4,train,0.2958984375,False
TAIR10.dna.toplevel_4_15867953_15868976_-,arabidopsis,4,train,0.328125,False
TAIR10.dna.toplevel_4_8498526_8499549_-,arabidopsis,4,train,0.396484375,False
TAIR10.dna.toplevel_4_9154163_9155186_+,arabidopsis,4,train,0.357421875,False
TAIR10.dna.toplevel_4_6258082_6259105_+,arabidopsis,4,train,0.27734375,False
TAIR10.dna.toplevel_4_15511341_15512364_-,arabidopsis,4,train,0.3251953125,False
TAIR10.dna.toplevel_4_779257_780280_-,arabidopsis,4,train,0.404296875,False
TAIR10.dna.toplevel_4_15913779_15914802_-,arabidopsis,4,train,0.3740234375,False
TAIR10.dna.toplevel_4_8294488_8295511_+,arabidopsis,4,train,0.2607421875,False
TAIR10.dna.toplevel_4_3419721_3420744_-,arabidopsis,4,train,0.3916015625,False
TAIR10.dna.toplevel_4_17366471_17367494_+,arabidopsis,4,train,0.3154296875,False
TAIR10.dna.toplevel_4_6634890_6635913_-,arabidopsis,4,train,0.3974609375,False
TAIR10.dna.toplevel_4_11132412_11133435_+,arabidopsis,4,train,0.3701171875,False
TAIR10.dna.toplevel_4_1104691_1105714_-,arabidopsis,4,train,0.453125,False
TAIR10.dna.toplevel_4_13889624_13890647_-,arabidopsis,4,train,0.318359375,False
TAIR10.dna.toplevel_4_14792847_14793870_-,arabidopsis,4,train,0.32421875,False
TAIR10.dna.toplevel_4_399666_400689_+,arabidopsis,4,train,0.400390625,False
TAIR10.dna.toplevel_4_6846112_6847135_+,arabidopsis,4,train,0.28515625,False
TAIR10.dna.toplevel_4_16453552_16454575_+,arabidopsis,4,train,0.3779296875,False
TAIR10.dna.toplevel_4_2944515_2945538_-,arabidopsis,4,train,0.35546875,False
TAIR10.dna.toplevel_4_9359692_9360715_+,arabidopsis,4,train,0.3115234375,False
TAIR10.dna.toplevel_4_2641228_2642251_-,arabidopsis,4,train,0.2666015625,False
TAIR10.dna.toplevel_4_765747_766770_-,arabidopsis,4,train,0.37109375,False
TAIR10.dna.toplevel_4_11500111_11501134_+,arabidopsis,4,train,0.318359375,False
TAIR10.dna.toplevel_4_6633160_6634183_-,arabidopsis,4,train,0.263671875,False
TAIR10.dna.toplevel_4_14055306_14056329_-,arabidopsis,4,train,0.4296875,False
TAIR10.dna.toplevel_4_17241189_17242212_-,arabidopsis,4,train,0.3896484375,False
TAIR10.dna.toplevel_4_2154310_2155333_+,arabidopsis,4,train,0.4072265625,False
TAIR10.dna.toplevel_4_2888162_2889185_-,arabidopsis,4,train,0.390625,False
TAIR10.dna.toplevel_4_12714288_12715311_-,arabidopsis,4,train,0.3583984375,False
TAIR10.dna.toplevel_4_12783108_12784131_+,arabidopsis,4,train,0.451171875,False
